time_instant,iteration,absolute_error_norm,relative_error_norm
0.01,1,0.1057733730730275,0.5755412329897331
0.01,2,0.3342888614663913,1.5929017213675891
0.01,3,0.2946290578317255,0.9929071173833754
0.01,4,0.07961252689673184,0.4102800346912839
0.01,5,0.09489409159209192,0.5138513391392138
0.01,6,0.149480457863477,0.7494730784209701
0.01,7,0.14395187823973887,0.7286689402921381
0.01,8,0.12056895706367536,0.6108524180502263
0.01,9,0.1200183832065455,0.6309215290002352
0.01,10,0.11796604626146516,0.5982919044812437
0.01,11,0.12268645821436285,0.6466877821204919
0.01,12,0.1419752579757631,0.713685386660858
0.01,13,0.13571316324810187,0.6946178579940394
0.01,14,0.11079295899610117,0.5634818080118525
0.01,15,0.1177911313907054,0.6252214307055424
0.01,16,0.14602819776813789,0.7330184632806427
0.01,17,0.13945197957033237,0.7095795877375309
0.01,18,0.11273265477905348,0.5729038099382502
0.01,19,0.11866123614598455,0.6287148858662442
0.01,20,0.14248738808286993,0.716137605369059
0.01,21,0.13738376325158796,0.7026499757896029
0.01,22,0.11658579187885613,0.5915938584199599
0.01,23,0.12084230743400749,0.6378741961930979
0.01,24,0.13793691254415721,0.6943918692059535
0.01,25,0.13429370454765577,0.6911991229774216
0.01,26,0.11950928110129012,0.6057464601636371
0.01,27,0.12251286708988843,0.6447456885597017
0.01,28,0.13456658629691767,0.6782492503895032
0.01,29,0.13184071082468013,0.6816174699359302
0.01,30,0.1208497324822961,0.6122278610949871
0.01,31,0.12318053482931611,0.6473326862659938
0.01,32,0.1325126098974992,0.6683960743663288
0.01,33,0.13021905823415578,0.6750136697141678
0.01,34,0.12102989838635679,0.6130992088308002
0.01,35,0.12309890892802942,0.6467779159277681
0.01,36,0.13135401566409355,0.662833046126888
0.01,37,0.12922347606678675,0.6708317579484598
0.01,38,0.12073066503057607,0.6116535810296737
0.01,39,0.12273422140392319,0.6450701745523494
0.01,40,0.13070092263639702,0.6596956431377319
0.01,41,0.1286307325323053,0.6682982488392336
0.01,42,0.12040668538081672,0.6100878393211846
0.01,43,0.12240053399551691,0.643540374537404
0.01,44,0.13030836066438223,0.6578093108284647
0.01,45,0.12827548262100086,0.6667763572157075
0.01,46,0.12021606781874156,0.6091664206224977
0.01,47,0.12219769977726733,0.6426050771410748
0.01,48,0.13004437624836224,0.6565406112900924
0.01,49,0.12805080782907896,0.6658249742294642
0.01,50,0.12015605266371343,0.6088762812408586
0.01,51,0.12211102450653853,0.6421905231526841
0.01,52,0.12984503400188735,0.6555824563880761
0.01,53,0.1278957622357373,0.6651815759863409
0.01,54,0.12018096890970585,0.6089967333906224
0.01,55,0.12209864147954447,0.6421084062303855
0.01,56,0.129681386819129,0.654795781896422
0.01,57,0.12777876622093357,0.6647062988959135
0.01,58,0.12025091642681612,0.6093348850061876
0.01,59,0.12212627757322357,0.6422058259494035
0.01,60,0.12953985101196394,0.6541153291213032
0.01,61,0.12768377627919172,0.6643270741622308
0.01,62,0.1203412639958547,0.6097716438631727
0.01,63,0.1221729243191842,0.6423891008107748
0.01,64,0.12941279928176044,0.653504454104739
0.01,65,0.12760205670213573,0.6640048144200271
