time_instant,iteration,absolute_error_norm,relative_error_norm
1.0,1,0.8435655872428668,0.24314741281312124
1.0,2,0.4440940620287761,0.11933961966454022
1.0,3,0.29195959982776415,0.07948592374707908
1.0,4,0.16853656273324183,0.046705358424040964
1.0,5,0.09498405744310807,0.02677768646976215
1.0,6,0.04976382278453163,0.014148346001698398
1.0,7,0.026927041140445244,0.007665902531783678
1.0,8,0.015880988019022522,0.004514631985490327
1.0,9,0.008357467422106099,0.0023730826617956806
1.0,10,0.004280597892504349,0.0012152085203056154
1.0,11,0.0024572890741629628,0.000697734405204051
1.0,12,0.0012511851874693416,0.0003553190754391049
1.0,13,0.0006568221619819601,0.0001865304158167535
1.0,14,0.0003724067113808193,0.00010575587178071844
1.0,15,0.00018374871870253633,5.217989171422006e-05
1.0,16,9.931131064495117e-05,2.8201870832217067e-05
1.0,17,5.464275596245032e-05,1.5517229102789766e-05
1.0,18,2.659209211785892e-05,7.551531724710059e-06
