time_instant,iteration,absolute_error_norm,relative_error_norm
0.01,1,0.017639121589537423,0.5758693342749369
0.01,2,0.05588488490465565,1.5977769484276207
0.01,3,0.05336656017711428,1.0780666044395015
0.01,4,0.034719805479304214,1.028050032356646
0.01,5,0.03473786725217013,0.9478295952620295
0.01,6,0.034848055511315354,1.031717148024029
0.01,7,0.0348668016058301,0.949760517509103
0.01,8,0.03498153805810129,1.035411508375159
0.01,9,0.03498318351876991,0.9512664733852776
0.01,10,0.03499327277913122,1.0357347124995355
0.01,11,0.03499321123106238,0.951392661475052
0.01,12,0.034992833996353286,1.0357224191228438
0.01,13,0.0349928078569028,0.951387161194559
0.01,14,0.03499264758141894,1.035717263814437
0.01,15,0.034992645675298764,0.9513850777712712
0.01,16,0.03499263398596184,1.0357168897538307
0.01,17,0.034992634108234895,0.9513849330215656
0.01,18,0.03499263485776665,1.035716914058531
0.01,19,0.034992634893168305,0.9513849434947828
0.01,20,0.03499263511023871,1.0357169210372088
0.01,21,0.03499263511235695,0.9513849463037269
0.01,22,0.03499263512534776,1.035716921452348
0.01,23,0.03499263512513641,0.9513849464625117
0.01,24,0.034992635123840696,1.0357169214104376
0.01,25,0.03499263512379381,0.9513849464448011
0.01,26,0.03499263512350629,1.0357169214011985
0.01,27,0.03499263512350409,0.9513849464410972
0.01,28,0.034992635123490566,1.0357169214007673
0.01,29,0.034992635123490906,0.9513849464409351
0.01,30,0.03499263512349299,1.0357169214008346
0.01,31,0.03499263512349304,0.951384946440963
0.01,32,0.03499263512349339,1.0357169214008457
0.01,33,0.0349926351234934,0.9513849464409675
0.01,34,0.03499263512349344,1.035716921400847
0.01,35,0.03499263512349344,0.951384946440968
0.01,36,0.03499263512349344,1.035716921400847
0.01,37,0.034992635123493425,0.9513849464409678
0.01,38,0.03499263512349338,1.0357169214008455
0.01,39,0.03499263512349339,0.9513849464409675
0.01,40,0.03499263512349344,1.035716921400847
0.01,41,0.03499263512349343,0.951384946440968
0.01,42,0.03499263512349342,1.0357169214008464
0.01,43,0.03499263512349342,0.9513849464409678
0.01,44,0.03499263512349344,1.035716921400847
0.01,45,0.03499263512349343,0.951384946440968
0.01,46,0.03499263512349341,1.0357169214008461
0.01,47,0.034992635123493404,0.9513849464409675
0.01,48,0.03499263512349338,1.0357169214008455
0.01,49,0.03499263512349339,0.9513849464409675
0.01,50,0.03499263512349339,1.0357169214008457
0.01,51,0.034992635123493404,0.9513849464409676
0.01,52,0.03499263512349347,1.0357169214008477
0.01,53,0.03499263512349346,0.9513849464409683
0.01,54,0.03499263512349341,1.0357169214008461
0.01,55,0.03499263512349341,0.9513849464409676
0.01,56,0.03499263512349344,1.035716921400847
0.01,57,0.03499263512349344,0.951384946440968
0.01,58,0.03499263512349343,1.0357169214008468
0.01,59,0.034992635123493425,0.9513849464409678
0.01,60,0.034992635123493425,1.0357169214008466
0.01,61,0.03499263512349343,0.9513849464409683
0.01,62,0.03499263512349347,1.0357169214008477
0.01,63,0.03499263512349345,0.9513849464409683
0.01,64,0.03499263512349338,1.0357169214008455
0.01,65,0.03499263512349339,0.9513849464409675
0.01,66,0.03499263512349344,1.035716921400847
0.01,67,0.03499263512349343,0.9513849464409678
0.01,68,0.0349926351234934,1.0357169214008457
0.01,69,0.03499263512349339,0.9513849464409673
0.01,70,0.03499263512349337,1.035716921400845
0.01,71,0.03499263512349337,0.951384946440967
0.01,72,0.03499263512349338,1.0357169214008455
0.01,73,0.03499263512349339,0.9513849464409675
0.01,74,0.03499263512349345,1.0357169214008475
0.01,75,0.03499263512349344,0.9513849464409678
0.01,76,0.03499263512349339,1.0357169214008457
0.01,77,0.0349926351234934,0.9513849464409676
0.01,78,0.034992635123493425,1.0357169214008466
0.01,79,0.034992635123493425,0.951384946440968
0.01,80,0.03499263512349341,1.0357169214008461
0.01,81,0.034992635123493404,0.9513849464409675
0.01,82,0.0349926351234934,1.0357169214008457
0.01,83,0.034992635123493404,0.9513849464409676
0.01,84,0.034992635123493425,1.0357169214008466
0.01,85,0.034992635123493425,0.951384946440968
0.01,86,0.03499263512349343,1.0357169214008468
0.01,87,0.03499263512349343,0.951384946440968
0.01,88,0.03499263512349342,1.0357169214008464
0.01,89,0.03499263512349342,0.9513849464409678
0.01,90,0.034992635123493376,1.0357169214008453
0.01,91,0.034992635123493376,0.9513849464409673
0.01,92,0.03499263512349337,1.035716921400845
0.01,93,0.03499263512349338,0.9513849464409675
0.01,94,0.03499263512349344,1.035716921400847
0.01,95,0.03499263512349344,0.951384946440968
0.01,96,0.03499263512349342,1.0357169214008464
0.01,97,0.034992635123493425,0.951384946440968
0.01,98,0.03499263512349346,1.0357169214008477
0.01,99,0.034992635123493446,0.951384946440968
0.01,100,0.03499263512349339,1.0357169214008457
0.01,101,0.03499263512349338,0.9513849464409673
0.01,102,0.03499263512349337,1.0357169214008453
0.01,103,0.034992635123493376,0.9513849464409673
0.01,104,0.03499263512349341,1.0357169214008461
0.01,105,0.03499263512349341,0.9513849464409676
0.01,106,0.034992635123493404,1.035716921400846
0.01,107,0.034992635123493404,0.9513849464409676
0.01,108,0.03499263512349342,1.0357169214008464
0.01,109,0.034992635123493404,0.9513849464409675
0.01,110,0.03499263512349336,1.0357169214008448
0.01,111,0.03499263512349337,0.9513849464409673
0.01,112,0.034992635123493425,1.0357169214008466
0.01,113,0.03499263512349342,0.9513849464409678
0.01,114,0.034992635123493404,1.035716921400846
0.01,115,0.034992635123493404,0.9513849464409676
0.01,116,0.03499263512349341,1.0357169214008461
0.01,117,0.03499263512349341,0.9513849464409676
0.01,118,0.03499263512349341,1.0357169214008461
0.01,119,0.03499263512349341,0.9513849464409676
0.01,120,0.034992635123493425,1.0357169214008466
0.01,121,0.034992635123493425,0.951384946440968
0.01,122,0.03499263512349343,1.0357169214008468
0.01,123,0.03499263512349344,0.9513849464409683
0.01,124,0.03499263512349347,1.0357169214008477
0.01,125,0.034992635123493446,0.951384946440968
0.01,126,0.03499263512349336,1.0357169214008448
0.01,127,0.03499263512349336,0.951384946440967
0.01,128,0.034992635123493404,1.035716921400846
0.01,129,0.034992635123493404,0.9513849464409676
0.01,130,0.03499263512349341,1.0357169214008461
0.01,131,0.03499263512349342,0.9513849464409678
0.01,132,0.034992635123493446,1.0357169214008473
0.01,133,0.03499263512349344,0.951384946440968
0.01,134,0.03499263512349341,1.0357169214008461
0.01,135,0.03499263512349341,0.9513849464409676
0.01,136,0.03499263512349342,1.0357169214008464
0.01,137,0.03499263512349341,0.9513849464409676
0.01,138,0.03499263512349337,1.035716921400845
0.01,139,0.034992635123493376,0.9513849464409673
0.01,140,0.0349926351234934,1.0357169214008457
0.01,141,0.034992635123493404,0.9513849464409676
0.01,142,0.03499263512349342,1.0357169214008464
0.01,143,0.03499263512349341,0.9513849464409676
0.01,144,0.03499263512349338,1.0357169214008455
0.01,145,0.03499263512349338,0.9513849464409673
0.01,146,0.03499263512349341,1.0357169214008461
0.01,147,0.03499263512349341,0.9513849464409676
0.01,148,0.034992635123493425,1.0357169214008466
0.01,149,0.034992635123493425,0.951384946440968
0.01,150,0.03499263512349341,1.0357169214008461
0.01,151,0.03499263512349341,0.9513849464409676
0.01,152,0.03499263512349343,1.0357169214008468
0.01,153,0.034992635123493425,0.9513849464409678
0.01,154,0.03499263512349339,1.0357169214008457
0.01,155,0.0349926351234934,0.9513849464409675
0.01,156,0.034992635123493404,1.035716921400846
0.01,157,0.03499263512349341,0.9513849464409676
0.01,158,0.03499263512349343,1.0357169214008468
0.01,159,0.03499263512349343,0.951384946440968
0.01,160,0.03499263512349343,1.0357169214008468
0.01,161,0.03499263512349343,0.951384946440968
0.01,162,0.034992635123493425,1.0357169214008466
0.01,163,0.03499263512349342,0.9513849464409677
0.01,164,0.03499263512349338,1.0357169214008455
0.01,165,0.03499263512349338,0.9513849464409673
0.01,166,0.03499263512349339,1.0357169214008457
0.01,167,0.0349926351234934,0.9513849464409676
0.01,168,0.03499263512349343,1.0357169214008468
0.01,169,0.03499263512349344,0.9513849464409683
0.01,170,0.03499263512349348,1.0357169214008481
0.01,171,0.03499263512349347,0.9513849464409685
0.01,172,0.03499263512349341,1.0357169214008461
0.01,173,0.03499263512349341,0.9513849464409676
0.01,174,0.0349926351234934,1.0357169214008457
0.01,175,0.03499263512349341,0.9513849464409678
0.01,176,0.034992635123493473,1.035716921400848
0.01,177,0.03499263512349346,0.9513849464409683
0.01,178,0.03499263512349337,1.035716921400845
0.01,179,0.034992635123493376,0.9513849464409673
0.01,180,0.03499263512349344,1.035716921400847
0.01,181,0.03499263512349344,0.9513849464409683
0.01,182,0.03499263512349344,1.035716921400847
0.01,183,0.03499263512349344,0.951384946440968
0.01,184,0.03499263512349347,1.035716921400848
0.01,185,0.03499263512349345,0.9513849464409683
0.01,186,0.0349926351234934,1.0357169214008457
0.01,187,0.0349926351234934,0.9513849464409675
0.01,188,0.03499263512349341,1.0357169214008461
0.01,189,0.03499263512349342,0.9513849464409678
0.01,190,0.03499263512349347,1.0357169214008477
0.01,191,0.03499263512349346,0.9513849464409684
0.01,192,0.034992635123493425,1.0357169214008466
0.01,193,0.03499263512349343,0.9513849464409683
0.01,194,0.03499263512349345,1.0357169214008475
0.01,195,0.034992635123493446,0.951384946440968
0.01,196,0.0349926351234934,1.0357169214008457
0.01,197,0.034992635123493404,0.9513849464409676
0.01,198,0.03499263512349341,1.0357169214008461
0.01,199,0.03499263512349341,0.9513849464409676
0.01,200,0.034992635123493425,1.0357169214008466
